age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;Sociality
2;0;work;regular;none;neither;34;Male;coWorker;Higher;0;v-close;<2 years;1;1;;5;6
-1;1;family;regular;none;neither;31;Female;sibling;None;2;v-far;>10 years;5;4;4;1;6
18;1;sport;regular;none;neither;50;Female;supervisor;Higher;-1;v-close;2-5 years;3;4;3;3;6
2;0;sport;occasional;other;neither;34;Male;coWorker;Higher;0;v-close;<2 years;1;1;;5;3
6;1;casual;regular;none;neither;38;Female;friend;None;2;v-far;5-10 years;5;4;4;1;4
23;1;casual;occasional;you;receiving;55;Female;other;None;-1;v-far;5-10 years;1;1;;5;6
13;1;work;occasional;other;giving;42;Male;supervisor;Higher;1;close;2-5 years;3;1;;4;1
13;1;work;occasional;you;receiving;42;Male;supervisor;Higher;1;close;2-5 years;3;1;;4;3
-7;1;work;regular;none;neither;22;Male;coWorker;Lower;-2;v-close;2-5 years;3;3;2;2;4
3;0;family;occasional;you;neither;32;Female;partner;None;1;far;2-5 years;5;5;3;5;2
13;1;sport;occasional;other;neither;42;Male;supervisor;Higher;1;close;2-5 years;3;1;;4;6
-7;1;casual;regular;none;neither;22;Male;coWorker;Lower;-2;v-close;2-5 years;3;3;2;2;4
-7;1;casual;occasional;other;giving;22;Male;coWorker;Lower;-2;v-close;2-5 years;3;3;2;2;1
13;1;casual;occasional;none;neither;42;Male;supervisor;Higher;1;close;2-5 years;3;1;;4;4
40;1;work;occasional;you;receiving;65;Male;supervisor;Higher;1;v-far;5-10 years;4;1;2;2;4
25;1;family;regular;none;neither;50;Male;parent;Higher;2;v-far;>10 years;5;3;4;1;5
25;1;family;occasional;you;neither;50;Male;parent;Higher;2;v-far;>10 years;5;3;4;1;5
25;1;family;occasional;other;neither;50;Male;parent;Higher;2;v-far;>10 years;5;3;4;1;5
-2;0;sport;regular;none;neither;23;Female;friend;None;1;v-close;<2 years;2;4;4;3;5
0;1;sport;occasional;other;neither;25;Male;friend;None;2;v-close;2-5 years;4;4;4;1;5
-2;0;casual;regular;none;neither;23;Female;friend;None;1;v-close;<2 years;2;4;4;3;5
-2;0;casual;occasional;other;giving;23;Female;friend;None;1;v-close;<2 years;2;4;4;3;3
-1;1;work;occasional;other;giving;30;Female;friend;None;1;v-far;>10 years;4;3;3;1;3
44;1;work;regular;none;neither;75;Female;supervisor;Higher;-1;v-close;<2 years;3;5;3;4;6
28;1;family;regular;none;neither;59;Female;parent;Higher;1;v-close;5-10 years;3;4;2;2;6
28;1;family;occasional;other;neither;59;Female;parent;Higher;1;v-close;5-10 years;3;4;2;2;5
-7;1;sport;regular;none;neither;24;Female;extendedFamily;None;-1;v-close;<2 years;3;2;2;1;5
-1;1;casual;regular;none;neither;30;Female;friend;None;1;v-far;>10 years;4;3;3;1;5
-7;1;casual;occasional;you;receiving;24;Female;extendedFamily;None;-1;v-close;<2 years;3;2;2;1;6
-1;1;casual;occasional;none;neither;30;Female;friend;None;1;v-far;>10 years;4;3;3;1;6
6;1;work;occasional;other;giving;32;Female;other;None;-1;v-close;<2 years;3;1;2;2;4
5;1;work;occasional;you;receiving;31;Female;supervisor;Higher;2;v-close;<2 years;5;5;5;2;3
5;1;work;regular;none;neither;31;Female;supervisor;Higher;2;v-close;<2 years;5;5;5;2;5
29;1;family;regular;none;neither;55;Female;parent;None;1;v-far;>10 years;4;5;4;2;5
5;0;sport;occasional;other;neither;31;Male;coWorker;None;1;v-close;<2 years;2;4;3;2;4
6;1;casual;regular;none;neither;32;Female;other;None;-1;v-close;<2 years;3;1;2;2;6
5;1;casual;occasional;other;giving;31;Female;supervisor;Higher;2;v-close;<2 years;5;5;5;2;6
9;0;casual;occasional;none;neither;35;Male;friend;None;2;v-close;2-5 years;5;5;5;1;6
-13;1;work;occasional;other;giving;45;Female;friend;None;1;v-close;2-5 years;2;3;;1;1
-8;1;work;occasional;you;receiving;50;Female;supervisor;Higher;2;v-close;>10 years;5;5;2;1;1
-8;1;work;regular;none;neither;50;Female;supervisor;Higher;2;v-close;>10 years;5;5;2;1;5
-29;1;family;regular;none;neither;29;Female;child;None;-1;v-close;>10 years;5;4;4;1;5
-3;1;casual;regular;none;neither;55;Female;friend;None;1;v-close;5-10 years;2;3;2;3;1
-3;1;casual;occasional;you;receiving;55;Female;friend;None;1;v-close;5-10 years;2;3;2;3;5
-13;1;casual;occasional;other;giving;45;Female;friend;None;1;v-close;2-5 years;2;3;;1;5
-3;1;casual;occasional;none;neither;55;Female;friend;None;1;v-close;5-10 years;2;3;2;3;4
0;1;work;occasional;other;giving;34;Male;supervisor;Higher;1;v-close;2-5 years;3;5;2;3;3
0;1;work;occasional;you;receiving;34;Male;supervisor;Higher;1;v-close;2-5 years;3;5;2;3;3
0;1;work;regular;none;neither;34;Male;supervisor;Higher;1;v-close;2-5 years;3;5;2;3;6
25;1;family;regular;none;neither;59;Male;parent;Higher;2;v-close;>10 years;5;5;5;1;6
22;1;sport;regular;none;neither;56;Male;other;None;-1;close;2-5 years;4;1;2;3;6
5;1;sport;occasional;other;neither;39;Male;other;None;0;close;2-5 years;2;1;2;1;4
5;1;casual;occasional;other;giving;39;Male;other;None;0;close;2-5 years;2;1;2;1;6
-1;1;casual;occasional;none;neither;33;Male;friend;None;2;v-close;>10 years;5;3;5;1;4
37;0;work;regular;none;neither;67;Male;supervisor;Higher;1;v-far;2-5 years;3;2;2;4;6
25;1;family;regular;none;neither;55;Female;parent;Higher;2;v-far;>10 years;5;5;4;2;6
25;1;family;occasional;you;neither;55;Female;parent;Higher;2;v-far;>10 years;5;5;4;2;4
25;1;family;occasional;other;neither;55;Female;parent;Higher;2;v-far;>10 years;5;5;4;2;6
37;0;sport;regular;none;neither;67;Male;supervisor;Higher;1;v-far;2-5 years;3;2;2;4;6
-2;0;sport;occasional;other;neither;28;Male;other;None;1;v-close;<2 years;1;2;3;;4
37;0;casual;occasional;other;giving;67;Male;supervisor;Higher;1;v-far;2-5 years;3;2;2;4;4
29;0;casual;occasional;none;neither;59;Male;extendedFamily;None;-1;v-far;>10 years;1;1;2;;6
6;1;work;occasional;you;receiving;60;Female;supervisor;Higher;2;v-far;>10 years;4;1;5;2;6
-4;0;family;regular;none;neither;50;Male;sibling;None;2;v-far;>10 years;5;5;2;3;6
-4;0;family;occasional;you;neither;50;Male;sibling;None;2;v-far;>10 years;5;5;2;3;2
-4;0;family;occasional;other;neither;50;Male;sibling;None;2;v-far;>10 years;5;5;2;3;1
6;0;sport;occasional;other;neither;60;Male;other;None;-2;v-far;>10 years;4;1;4;1;1
-14;0;casual;occasional;you;receiving;40;Male;neighbour;None;1;v-close;2-5 years;2;4;2;2;1
10;0;casual;occasional;other;giving;64;Male;friend;Higher;2;v-far;>10 years;5;3;4;2;5
6;0;casual;occasional;none;neither;60;Male;other;None;-2;v-far;>10 years;4;1;4;1;6
27;0;work;occasional;other;giving;49;Male;supervisor;Higher;0;close;2-5 years;1;1;;4;1
27;0;work;occasional;you;receiving;49;Male;supervisor;Higher;0;close;2-5 years;1;1;;4;1
3;0;family;occasional;you;neither;25;Male;sibling;None;1;v-close;>10 years;5;5;5;1;6
3;0;family;occasional;other;neither;25;Male;sibling;None;1;v-close;>10 years;5;5;5;1;2
27;0;sport;regular;none;neither;49;Male;supervisor;Higher;0;close;2-5 years;1;1;;4;6
3;0;sport;occasional;other;neither;25;Male;friend;None;1;far;2-5 years;3;3;5;1;3
3;0;casual;occasional;you;receiving;25;Male;friend;None;1;far;2-5 years;3;3;5;1;5
3;0;casual;occasional;none;neither;25;Male;friend;None;1;far;2-5 years;3;3;5;1;4
30;1;work;regular;none;neither;50;Male;supervisor;Higher;0;v-close;<2 years;2;3;;5;6
3;1;family;regular;none;neither;23;Male;sibling;None;2;v-close;>10 years;5;5;4;1;6
3;1;family;occasional;you;neither;23;Male;sibling;None;2;v-close;>10 years;5;5;4;1;6
3;1;family;occasional;other;neither;23;Male;sibling;None;2;v-close;>10 years;5;5;4;1;2
2;0;sport;occasional;other;neither;22;Female;friend;None;1;v-close;<2 years;2;3;2;2;6
2;0;casual;regular;none;neither;22;Female;friend;None;1;v-close;<2 years;2;3;2;2;6
2;0;casual;occasional;other;giving;22;Female;friend;None;1;v-close;<2 years;2;3;2;2;5
2;0;casual;occasional;none;neither;22;Female;friend;None;1;v-close;<2 years;2;3;2;2;6
0;1;work;occasional;other;giving;21;Female;other;None;-2;v-far;5-10 years;5;1;3;1;3
19;1;work;occasional;you;receiving;40;Female;supervisor;Higher;-2;v-close;<2 years;;1;;1;1
0;0;family;occasional;you;neither;21;Male;partner;None;2;v-close;<2 years;5;5;3;5;5
0;0;family;occasional;other;neither;21;Male;partner;None;2;v-close;<2 years;5;5;3;5;3
19;1;casual;regular;none;neither;40;Female;supervisor;Higher;-2;v-close;<2 years;;1;;1;5
19;1;casual;occasional;you;receiving;40;Female;supervisor;Higher;-2;v-close;<2 years;;1;;1;5
29;1;casual;occasional;other;giving;50;Female;other;None;-1;v-close;>10 years;2;1;;3;4
29;1;casual;occasional;none;neither;50;Female;other;None;-1;v-close;>10 years;2;1;;3;5
-7;1;work;regular;none;neither;45;Female;coWorker;None;1;v-far;>10 years;2;3;3;1;6
0;0;family;regular;none;neither;52;Male;partner;None;2;v-close;>10 years;5;5;5;1;6
0;0;family;occasional;you;neither;52;Male;partner;None;2;v-close;>10 years;5;5;5;1;1
0;0;family;occasional;other;neither;52;Male;partner;None;2;v-close;>10 years;5;5;5;1;5
-7;1;sport;regular;none;neither;45;Female;friend;None;2;v-far;>10 years;5;2;4;1;5
8;1;casual;regular;none;neither;60;Female;supervisor;Higher;-2;v-far;5-10 years;3;3;3;4;1
-7;1;casual;occasional;you;receiving;45;Female;coWorker;None;1;v-far;>10 years;2;3;3;1;1
8;1;casual;occasional;none;neither;60;Female;supervisor;Higher;-2;v-far;5-10 years;3;3;3;4;1
23;1;work;regular;none;neither;48;Female;supervisor;Higher;1;far;<2 years;2;2;1;4;4
6;0;family;regular;none;neither;31;Male;sibling;Higher;2;v-far;>10 years;3;3;3;1;4
6;0;family;occasional;you;neither;31;Male;sibling;Higher;2;v-far;>10 years;3;3;3;1;6
6;0;family;occasional;other;neither;31;Male;sibling;Higher;2;v-far;>10 years;3;3;3;1;5
1;1;sport;regular;none;neither;26;Female;friend;None;2;v-close;2-5 years;4;4;2;1;5
1;1;sport;occasional;other;neither;26;Female;friend;None;2;v-close;2-5 years;4;4;2;1;2
0;1;casual;regular;none;neither;25;Female;friend;None;-2;v-far;>10 years;2;1;2;1;5
23;1;casual;occasional;you;receiving;48;Female;supervisor;Higher;1;far;<2 years;2;2;1;4;2
-12;1;work;occasional;other;giving;32;Female;coWorker;None;0;v-close;2-5 years;2;2;;4;1
-9;1;work;occasional;you;receiving;35;Female;supervisor;Higher;1;v-close;5-10 years;3;3;3;2;1
3;1;family;occasional;you;neither;47;Female;sibling;None;1;v-close;>10 years;5;4;4;1;6
3;1;family;occasional;other;neither;47;Female;sibling;None;1;v-close;>10 years;5;4;4;1;4
-9;1;sport;regular;none;neither;35;Female;supervisor;Higher;1;v-close;5-10 years;3;3;3;2;6
-9;1;sport;occasional;other;neither;35;Female;supervisor;Higher;1;v-close;5-10 years;3;3;3;2;1
-12;1;casual;occasional;you;receiving;32;Female;coWorker;None;0;v-close;2-5 years;2;2;;4;1
-12;1;casual;occasional;none;neither;32;Female;coWorker;None;0;v-close;2-5 years;2;2;;4;1
-22;0;work;occasional;you;receiving;45;Male;supervisor;Higher;-1;v-far;2-5 years;1;1;;;1
-22;0;work;regular;none;neither;45;Male;supervisor;Higher;-1;v-far;2-5 years;1;1;;;5
-31;1;family;regular;none;neither;36;Female;child;None;2;v-far;>10 years;5;5;5;5;6
-31;1;family;occasional;other;neither;36;Female;child;None;2;v-far;>10 years;5;5;5;5;2
-22;0;sport;regular;none;neither;45;Male;supervisor;Higher;-1;v-far;2-5 years;1;1;;;6
-2;1;casual;regular;none;neither;65;Female;friend;None;2;v-close;>10 years;4;3;3;4;3
0;0;casual;occasional;you;receiving;67;Male;other;None;-1;v-close;>10 years;4;2;2;1;2
-39;1;casual;occasional;other;giving;28;Female;other;None;0;v-close;<2 years;1;2;;1;2
-4;1;work;occasional;other;giving;24;Female;coWorker;Lower;-1;v-close;<2 years;1;2;2;1;1
32;0;work;occasional;you;receiving;60;Male;supervisor;Higher;1;v-close;2-5 years;2;3;3;2;5
-1;0;family;occasional;you;neither;27;Male;sibling;None;2;v-far;>10 years;4;3;3;3;6
-1;0;family;occasional;other;neither;27;Male;sibling;None;2;v-far;>10 years;4;3;3;3;6
1;1;sport;regular;none;neither;29;Female;friend;None;2;v-close;2-5 years;4;5;5;1;6
1;1;sport;occasional;other;neither;29;Female;friend;None;2;v-close;2-5 years;4;5;5;1;4
32;0;casual;regular;none;neither;60;Male;supervisor;Higher;1;v-close;2-5 years;2;3;3;2;6
32;0;casual;occasional;none;neither;60;Male;supervisor;Higher;1;v-close;2-5 years;2;3;3;2;6
1;1;work;occasional;other;giving;26;Female;friend;None;1;close;>10 years;4;2;3;1;4
38;1;family;regular;none;neither;63;Female;parent;None;2;v-close;>10 years;5;5;3;1;6
38;1;family;occasional;you;neither;63;Female;parent;None;2;v-close;>10 years;5;5;3;1;6
38;1;family;occasional;other;neither;63;Female;parent;None;2;v-close;>10 years;5;5;3;1;3
28;1;sport;occasional;other;neither;53;Female;supervisor;Higher;1;v-close;5-10 years;2;2;2;4;6
1;1;casual;occasional;you;receiving;26;Female;friend;None;1;close;>10 years;4;2;3;1;6
1;1;casual;occasional;other;giving;26;Female;friend;None;1;close;>10 years;4;2;3;1;6
22;1;casual;occasional;none;neither;47;Female;other;None;1;v-close;<2 years;1;3;;5;6
15;1;work;occasional;you;receiving;40;Female;supervisor;Higher;1;v-close;<2 years;3;3;3;2;4
15;1;work;regular;none;neither;40;Female;supervisor;Higher;1;v-close;<2 years;3;3;3;2;5
27;1;family;regular;none;neither;52;Female;parent;Higher;1;v-close;>10 years;4;4;3;1;5
27;1;family;occasional;you;neither;52;Female;parent;Higher;1;v-close;>10 years;4;4;3;1;6
2;1;sport;occasional;other;neither;27;Female;groupMember;None;1;v-close;>10 years;1;1;2;2;4
2;1;casual;regular;none;neither;27;Female;groupMember;None;1;v-close;>10 years;1;1;2;2;5
1;1;casual;occasional;you;receiving;26;Female;other;None;-1;v-close;>10 years;2;1;2;4;6
2;1;casual;occasional;none;neither;27;Female;friend;None;1;close;5-10 years;4;3;4;1;4
-4;0;work;occasional;other;giving;39;Male;friend;Higher;1;v-far;<2 years;2;5;4;3;5
7;1;work;occasional;you;receiving;50;Female;supervisor;Higher;1;v-far;5-10 years;2;3;3;2;4
7;1;work;regular;none;neither;50;Female;supervisor;Higher;1;v-far;5-10 years;2;3;3;2;5
-1;1;family;regular;none;neither;42;Female;sibling;None;0;far;>10 years;5;2;3;5;4
7;1;sport;regular;none;neither;50;Female;supervisor;Higher;1;v-far;5-10 years;2;3;3;2;2
-4;0;casual;regular;none;neither;39;Male;friend;Higher;1;v-far;<2 years;2;5;4;3;5
7;1;casual;occasional;other;giving;50;Female;supervisor;Higher;1;v-far;5-10 years;2;3;3;2;5
-4;0;casual;occasional;none;neither;39;Male;friend;Higher;1;v-far;<2 years;2;5;4;3;5
-4;1;work;regular;none;neither;26;Male;coWorker;None;-1;v-close;<2 years;1;2;1;3;4
13;0;family;regular;none;neither;43;Female;parent;Higher;1;v-close;>10 years;4;3;3;1;4
13;0;family;occasional;you;neither;43;Female;parent;Higher;1;v-close;>10 years;4;3;3;1;5
13;0;family;occasional;other;neither;43;Female;parent;Higher;1;v-close;>10 years;4;3;3;1;5
-4;1;sport;regular;none;neither;26;Male;coWorker;None;-1;v-close;<2 years;1;2;1;3;5
-6;1;sport;occasional;other;neither;24;Male;neighbour;None;0;v-close;<2 years;1;1;1;4;4
8;0;casual;regular;none;neither;38;Female;friend;None;1;far;<2 years;3;4;3;2;6
8;0;casual;occasional;other;giving;38;Female;friend;None;1;far;<2 years;3;4;3;2;4
1;1;work;occasional;other;giving;19;Male;groupMember;Higher;0;far;2-5 years;2;1;2;1;3
16;1;work;regular;none;neither;34;Male;supervisor;Higher;1;v-close;2-5 years;2;1;2;4;4
5;0;family;regular;none;neither;23;Female;sibling;None;1;v-close;>10 years;4;3;2;1;2
5;0;family;occasional;other;neither;23;Female;sibling;None;1;v-close;>10 years;4;3;2;1;4
0;1;sport;regular;none;neither;18;Male;friend;None;2;close;5-10 years;4;2;3;1;4
1;1;casual;regular;none;neither;19;Male;groupMember;None;-1;v-close;<2 years;3;1;2;;2
0;1;casual;occasional;you;receiving;18;Male;friend;None;2;close;5-10 years;4;2;3;1;2
0;1;casual;occasional;other;giving;18;Male;friend;None;2;close;5-10 years;4;2;3;1;2
3;1;work;occasional;other;giving;28;Female;friend;None;1;v-close;2-5 years;4;3;2;1;3
-4;1;family;regular;none;neither;21;Female;sibling;Lower;2;v-far;>10 years;5;4;4;1;4
-4;1;family;occasional;you;neither;21;Female;sibling;Lower;2;v-far;>10 years;5;4;4;1;5
-4;1;family;occasional;other;neither;21;Female;sibling;Lower;2;v-far;>10 years;5;4;4;1;4
1;1;sport;occasional;other;neither;26;Female;coWorker;None;0;v-close;<2 years;2;2;;3;4
-1;0;casual;regular;none;neither;24;Male;coWorker;Lower;-1;v-close;<2 years;2;1;1;3;5
-1;0;casual;occasional;you;receiving;24;Male;coWorker;Lower;-1;v-close;<2 years;2;1;1;3;5
1;1;casual;occasional;none;neither;26;Female;coWorker;None;0;v-close;<2 years;2;2;;3;4
0;1;work;occasional;other;giving;27;Female;friend;None;2;v-close;>10 years;5;5;5;3;4
3;1;family;regular;none;neither;30;Female;extendedFamily;None;1;v-close;>10 years;5;5;3;3;5
3;1;family;occasional;you;neither;30;Female;extendedFamily;None;1;v-close;>10 years;5;5;3;3;3
3;1;family;occasional;other;neither;30;Female;extendedFamily;None;1;v-close;>10 years;5;5;3;3;5
7;0;sport;regular;none;neither;34;Male;neighbour;None;0;v-close;<2 years;1;2;;;6
0;1;sport;occasional;other;neither;27;Female;friend;None;2;v-close;>10 years;5;5;5;3;5
0;1;casual;occasional;you;receiving;27;Female;coWorker;None;-1;v-close;>10 years;3;1;1;1;5
23;0;casual;occasional;none;neither;50;Male;supervisor;Higher;-1;v-close;<2 years;;5;;1;1
-4;1;work;occasional;other;giving;35;Male;friend;None;2;v-far;>10 years;5;2;4;1;5
6;1;work;regular;none;neither;45;Male;supervisor;Higher;2;v-far;5-10 years;5;3;4;2;5
26;0;family;occasional;you;neither;65;Female;parent;Higher;2;v-far;>10 years;5;5;5;5;4
26;0;family;occasional;other;neither;65;Female;parent;Higher;2;v-far;>10 years;5;5;5;5;6
-7;1;sport;regular;none;neither;32;Male;other;None;0;far;<2 years;1;1;3;1;5
6;1;sport;occasional;other;neither;45;Male;supervisor;Higher;2;v-far;5-10 years;5;3;4;2;5
6;1;casual;regular;none;neither;45;Male;supervisor;Higher;2;v-far;5-10 years;5;3;4;2;5
16;1;casual;occasional;you;receiving;55;Male;coWorker;Higher;-1;v-far;2-5 years;2;1;1;5;4
1;1;work;occasional;other;giving;34;Female;friend;None;1;v-close;5-10 years;5;3;4;1;4
6;1;work;occasional;you;receiving;39;Female;supervisor;Higher;1;v-close;5-10 years;3;3;2;3;4
6;1;work;regular;none;neither;39;Female;supervisor;Higher;1;v-close;5-10 years;3;3;2;3;5
3;0;family;occasional;other;neither;36;Male;partner;None;1;v-close;>10 years;5;5;4;1;6
1;1;sport;regular;none;neither;34;Female;friend;None;1;v-close;5-10 years;5;3;4;1;5
1;1;sport;occasional;other;neither;34;Female;friend;None;1;v-close;5-10 years;5;3;4;1;4
1;1;casual;occasional;you;receiving;34;Female;friend;None;1;v-close;5-10 years;5;3;4;1;4
6;1;casual;occasional;other;giving;39;Female;supervisor;Higher;1;v-close;5-10 years;2;4;;4;5
-1;1;work;occasional;other;giving;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;4
14;0;work;occasional;you;receiving;50;Male;supervisor;Higher;1;v-close;2-5 years;3;3;2;3;5
14;0;work;regular;none;neither;50;Male;supervisor;Higher;1;v-close;2-5 years;3;3;2;3;6
5;0;family;regular;none;neither;41;Male;partner;None;2;v-close;>10 years;5;5;4;1;6
-1;1;sport;regular;none;neither;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;5
-1;1;casual;regular;none;neither;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;5
-1;1;casual;occasional;you;receiving;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;4
-1;1;casual;occasional;other;giving;35;Female;neighbour;None;0;v-close;2-5 years;2;2;1;2;4
9;1;work;regular;none;neither;49;Male;supervisor;Higher;1;v-close;>10 years;2;3;2;4;6
-1;0;family;regular;none;neither;39;Female;partner;None;1;v-close;>10 years;4;5;3;5;6
-1;0;family;occasional;you;neither;39;Female;partner;None;1;v-close;>10 years;4;5;3;5;6
-1;0;family;occasional;other;neither;39;Female;partner;None;1;v-close;>10 years;4;5;3;5;5
-12;0;sport;regular;none;neither;28;Female;coWorker;Lower;1;v-close;<2 years;2;4;3;4;6
9;1;sport;occasional;other;neither;49;Male;supervisor;Higher;1;v-close;>10 years;2;3;2;4;5
-12;0;casual;occasional;you;receiving;28;Female;coWorker;Lower;1;v-close;<2 years;2;4;3;4;6
9;1;casual;occasional;none;neither;49;Male;supervisor;Higher;1;v-close;>10 years;2;3;2;4;2
14;0;work;occasional;you;receiving;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;3;4
14;0;work;regular;none;neither;45;Male;supervisor;Higher;1;v-close;2-5 years;3;5;3;3;5
-3;0;family;regular;none;neither;28;Male;sibling;Lower;2;v-far;>10 years;5;3;5;1;6
